"","cod","n","dist"
"214","D41",122,0.000335481078416657
"216","D43",824,6.39159952234875e-05
"217","D44",79,0.000778912804023917
"219","D46",297,8.58045033828308e-05
"220","D47",138,0.000341510298974041
"221","D48",567,8.33674782666702e-05
"222","D50",87,0.000284847663681314
"225","D53",679,7.47935863639336e-05
"229","D58",56,0.000769919997533035
"230","D59",52,0.000549813198772899
"232","D61",479,0.000132496406099909
"234","D64",2006,2.26557356465966e-05
"235","D65",167,0.000211097109031798
"238","D68",151,0.000209055381719646
"239","D69",309,0.000213528791171255
"250","D84",73,0.000406726958969763
"255","E03",375,0.000193362061589814
"257","E05",149,0.000173068871889931
"260","E10",1094,4.27906640384106e-05
"261","E11",41708,2.70655284558603e-06
"262","E12",2121,1.37438276710916e-05
"263","E14",26760,1.81150584498718e-06
"265","E16",247,0.000189459877760847
"272","E27",56,0.000597483142136218
"274","E40",63,0.000480939906988442
"275","E41",70,0.000763424250265271
"277","E43",3548,1.02636216606536e-05
"278","E44",1002,5.09270686988276e-05
"279","E46",3181,1.83990314510616e-05
"289","E66",1053,0.000120190360926873
"299","E78",1034,4.22717264205385e-05
"300","E79",79,0.000361012792774448
"303","E84",99,0.00059585757821729
"305","E86",608,7.07118660078004e-05
"306","E87",2212,1.98657889110268e-05
"307","E88",332,0.000141199944648959
"308","F01",67,0.000524733644624117
"309","F03",725,0.00012169678183341
"313","F10",2419,2.95056789125324e-05
"320","F19",71,0.000579207285864145
"321","F20",88,0.000677182362458488
"324","F32",145,0.000331163133973554
"345","G00",184,0.000496039152786518
"346","G03",154,0.000162030347407746
"347","G04",450,0.000108326612598409
"348","G06",77,0.000582500513898343
"350","G09",74,0.000371487529797205
"353","G12",272,0.000228846553153865
"354","G20",1034,6.53530851791855e-05
"359","G30",1207,5.43576519587012e-05
"360","G31",214,0.000205768045420484
"361","G35",241,0.000236454774964755
"364","G40",1383,5.40488785584993e-05
"365","G41",204,0.00018597976572952
"376","G61",197,0.000279741770341776
"377","G62",56,0.000494498914935042
"378","G70",79,0.000312586500980204
"379","G71",228,0.000153535893908559
"381","G80",981,6.23838079934165e-05
"382","G81",75,0.000466462753374073
"383","G82",167,0.000409253535827288
"386","G91",304,0.000100862437088604
"388","G93",1121,4.19487575761849e-05
"389","G95",131,0.000315251896705302
"408","I05",491,6.97119784799559e-05
"411","I08",139,0.000330767076341103
"412","I09",323,9.64582292405793e-05
"413","I10",4825,8.91431236148279e-06
"414","I11",4757,1.33630279013648e-05
"415","I12",4504,1.08759508428226e-05
"416","I13",814,3.60827288515959e-05
"417","I20",190,0.000264598079018495
"418","I21",45698,5.64866778068474e-06
"420","I24",280,9.31254775051001e-05
"421","I25",9890,8.0231070589803e-06
"422","I26",1011,4.76287801733623e-05
"423","I27",944,3.87436682633268e-05
"426","I31",115,0.00036438337842411
"427","I33",127,0.000264705354946062
"428","I34",176,0.000419023100660765
"429","I35",547,0.000109206204749999
"431","I38",239,0.000240046253250781
"433","I42",837,6.71176208177227e-05
"434","I44",270,0.000149566981097042
"435","I45",69,0.000278780597645205
"436","I47",84,0.000664297167337026
"437","I48",802,6.59947123043677e-05
"438","I49",775,3.27512800041085e-05
"439","I50",8288,7.43678878034219e-06
"440","I51",773,9.72452078078898e-05
"441","I60",1703,3.1694623945194e-05
"442","I61",6364,1.24990993761855e-05
"443","I62",432,8.59799019749821e-05
"444","I63",3488,2.3402915029224e-05
"445","I64",4968,7.13604049655413e-06
"446","I67",7127,9.21095337275106e-06
"447","I69",4505,1.35963067448928e-05
"448","I70",343,0.000259637420885827
"449","I71",508,8.06692666429794e-05
"450","I72",107,0.000328449500904784
"451","I73",310,7.06538369651e-05
"452","I74",224,0.000281606572052115
"453","I77",459,9.6837118653641e-05
"455","I80",308,0.00016267938218227
"457","I82",59,0.000375413150161066
"458","I83",104,0.000261902992330012
"460","I85",293,0.000164001066794528
"462","I87",316,0.000129719994102568
"466","I99",134,0.000342706551844927
"469","J02",81,0.00080739902570087
"471","J04",97,0.000943745593324008
"473","J06",107,0.000639210824093535
"478","J15",307,0.000129595915686097
"480","J18",12237,3.58828705243002e-06
"481","J20",670,0.000212377868875677
"482","J21",117,0.000400162950830765
"483","J22",804,6.15381225055083e-05
"492","J40",197,0.000223039892544377
"494","J42",1119,4.48589626427835e-05
"495","J43",2491,1.91411148275945e-05
"496","J44",15702,3.11078291285982e-06
"497","J45",1331,2.99991562788824e-05
"498","J46",253,0.000113333013427602
"499","J47",67,0.000574885032014356
"503","J64",84,0.000496645994386964
"507","J68",106,0.000568874053450523
"508","J69",276,0.000159706721051972
"510","J80",140,0.000313552413944205
"511","J81",709,8.81082326080503e-05
"513","J84",2141,2.46722495890687e-05
"514","J85",98,0.000364390141780518
"515","J86",205,0.000276258885410704
"516","J90",274,9.17602776325673e-05
"518","J93",60,0.00025609304049209
"519","J94",79,0.000504798083841903
"520","J96",397,7.24497332240338e-05
"521","J98",2328,3.83023129995685e-05
"533","K21",205,0.000445357084410102
"534","K22",216,0.000193601924566853
"535","K25",1504,2.90809346692296e-05
"536","K26",453,4.96616713521961e-05
"537","K27",492,6.9819245096819e-05
"539","K29",941,5.54873960538924e-05
"541","K31",502,0.000110378851529817
"542","K35",266,0.000166821656487799
"544","K37",214,0.000131616060048888
"546","K40",303,0.000109422795569623
"548","K42",169,0.000309604093736232
"549","K43",122,0.000251560271347082
"550","K44",158,0.000350138625868906
"552","K46",216,0.000183479238603992
"554","K51",82,0.00041589383668581
"555","K52",62,0.000490220880340797
"556","K55",1637,1.62688565088998e-05
"557","K56",1407,4.21371395483027e-05
"558","K57",520,5.30225365521137e-05
"560","K59",87,0.000459311419273672
"562","K61",57,0.000364031247640747
"564","K63",979,4.07577195552859e-05
"565","K65",1040,2.78732534360601e-05
"566","K66",89,0.000342227605312694
"567","K70",12635,9.68766566107927e-06
"568","K71",55,0.000577876727679657
"569","K72",3352,1.94007943563074e-05
"571","K74",12239,4.51701402408273e-06
"572","K75",332,0.000105419025299359
"573","K76",1121,3.22447413980577e-05
"574","K80",744,4.49514842191202e-05
"575","K81",613,5.78295511481559e-05
"576","K82",298,0.000117741296991577
"577","K83",396,7.77028299011402e-05
"578","K85",1528,2.62506162264877e-05
"579","K86",100,0.000258068206964949
"580","K90",59,0.000616658576353716
"581","K92",3127,1.3550519711441e-05
"584","L02",167,0.00018871720830999
"585","L03",121,0.000451527936808108
"597","L89",635,3.74774978691238e-05
"598","L90",79,0.000407960033224607
"602","L98",163,0.000230168661964399
"603","M00",85,0.000436691342779879
"606","M06",1210,5.20064931241494e-05
"608","M10",79,0.000443110909532936
"609","M13",96,0.000325648418713645
"613","M19",220,0.000169768796182143
"616","M25",75,0.000566012361661991
"618","M31",64,0.000619343301617971
"619","M32",638,0.00011721376839921
"620","M33",78,0.000607086487364679
"621","M34",194,0.000246500426685567
"635","M62",307,0.000157957931391771
"636","M72",220,0.000244515250480793
"637","M79",463,0.00011601052928374
"638","M80",51,0.000631496777360429
"639","M81",122,0.000425068599045626
"640","M84",58,0.000730427492338378
"642","M86",94,0.000297061354297803
"651","N03",274,0.00015872076498015
"652","N04",99,0.000580502995291181
"653","N05",118,0.000323988167558268
"654","N10",71,0.000658121975173191
"655","N11",140,0.000474698693633269
"656","N12",269,0.000194639303425638
"657","N13",195,0.000254892099064105
"659","N15",137,0.00018235596095663
"660","N17",1461,2.8085972172693e-05
"661","N18",7491,6.79763499476847e-06
"662","N19",1675,2.81173490666676e-05
"663","N20",229,0.000183318135581834
"668","N28",155,0.000286136235302418
"675","N39",1574,2.90107939127619e-05
"676","N40",611,0.000116685895056493
"677","N41",67,0.000581381663937766
"678","N42",51,0.000829178319104975
"683","N49",147,0.00022771015095041
"713","O14",105,0.000434416550620821
"714","O15",154,0.000159120712102415
"738","O72",190,0.000262046276727358
"751","O99",200,0.000168789476116253
"752","P00",95,0.000447964266319
"753","P01",154,0.000235980079471324
"754","P02",190,0.000223981828639542
"755","P03",80,0.000344822011269515
"757","P05",51,0.0006474144489513
"758","P07",1158,4.80072807083659e-05
"765","P20",202,0.000287878526683466
"766","P21",1035,6.79864967433649e-05
"767","P22",3846,2.56466434373883e-05
"768","P23",788,5.6057832971079e-05
"769","P24",840,7.88299728703463e-05
"770","P25",102,0.000312790766164565
"771","P26",136,0.000306315444977438
"772","P27",198,0.000360774549220076
"773","P28",467,0.000164448609686128
"774","P29",183,0.000187064928703351
"776","P36",2490,1.64943283359966e-05
"782","P52",366,0.000173181770499842
"784","P54",69,0.000533831672482628
"790","P60",121,0.000391954420097376
"794","P77",337,0.000131419801863885
"795","P78",62,0.000541802584994056
"798","P83",88,0.000370174032555811
"800","P91",108,0.000415236155413814
"803","P96",192,0.000239851883479278
"804","Q00",232,0.000254682618415815
"805","Q01",74,0.000397523612345136
"806","Q02",56,0.000640101756332295
"807","Q03",438,0.000102035145948922
"808","Q04",174,0.000337690242402018
"809","Q05",137,0.00043667423115891
"814","Q20",216,0.000317450590652339
"815","Q21",499,8.30649195186604e-05
"816","Q22",107,0.000554500017675315
"817","Q23",114,0.000468127709829919
"818","Q24",2753,3.60634281135174e-05
"819","Q25",389,0.000144217096266454
"820","Q26",88,0.000808651297746672
"821","Q27",53,0.000427584753031892
"822","Q28",52,0.000832944903097569
"826","Q33",210,0.000157830695161185
"832","Q39",88,0.000574374627829628
"834","Q41",85,0.000443031191507537
"836","Q43",118,0.000374485344834395
"837","Q44",114,0.000325271641124447
"845","Q60",151,0.000172726442534337
"846","Q61",153,0.000364759904823403
"859","Q79",355,7.09056362301146e-05
"865","Q87",51,0.000690384739984877
"866","Q89",938,7.85213758724757e-05
"867","Q90",278,0.000216814451221373
"868","Q91",69,0.000570969136292112
"881","R09",225,0.000255411845162625
"882","R10",168,0.00039618555348976
"897","R50",200,0.000316935169646945
"901","R54",3417,2.01868579423956e-05
"903","R56",73,0.000378996929601817
"904","R57",204,0.000292464961558795
"909","R64",100,0.000634320417562667
"910","R68",1530,5.29380858878045e-05
"914","R95",312,0.00146096805703233
"915","R96",64,0.000640753003283745
"916","R98",833,7.27483695244256e-05
"917","R99",1818,4.37922311653443e-05
"920","V03",308,0.000395460355871528
"921","V04",112,0.000429537051374853
"922","V05",89,0.000777814237128537
"923","V09",3863,0.000169844868345898
"926","V13",67,0.00105458121790209
"931","V19",92,0.000842680968550566
"935","V23",66,0.00125762453571274
"938","V28",143,0.00030363781675128
"939","V29",283,0.000237827898091833
"946","V43",87,0.000705733137463393
"950","V47",77,0.000639315777418068
"951","V48",595,0.000257001458111671
"952","V49",1899,9.32590417881159e-05
"957","V58",151,0.000275623263531961
"958","V59",58,0.000575431545233794
"970","V79",52,0.00419306050361996
"971","V80",116,0.000484575141405844
"976","V87",2457,0.000137284990655521
"978","V89",3999,0.00012421122464068
"984","V95",57,0.00573077690603309
"996","W10",144,0.000172455980295362
"999","W13",197,0.000283456703659084
"1003","W17",421,0.000193892380365825
"1004","W18",405,0.000115955917909113
"1005","W19",652,2.95791946442207e-05
"1006","W20",205,0.000629116697540763
"1012","W26",82,0.0010996419113534
"1020","W34",427,0.000242060754533718
"1034","W55",60,0.000726071977615373
"1044","W69",458,0.00138312230934564
"1045","W70",142,0.000719883777512163
"1046","W73",300,0.000955910578994461
"1047","W74",1246,0.000826235109111979
"1049","W76",341,0.000243990954924524
"1051","W78",591,4.55869166678903e-05
"1052","W79",245,0.000154264199256875
"1053","W80",74,0.00042506005438424
"1056","W84",596,0.000166262890694998
"1057","W85",77,0.00160584133412772
"1059","W87",450,0.000575230135963569
"1069","X09",521,5.45047301100595e-05
"1079","X23",86,0.00117849983649809
"1087","X33",93,0.00515430574119418
"1094","X42",53,0.000771785712508866
"1096","X44",105,0.000504509265787333
"1097","X45",356,0.000180150411804509
"1099","X47",172,0.000254833863898526
"1100","X48",112,0.000487884671116062
"1101","X49",227,0.000235626609167617
"1105","X59",7949,1.7572597248995e-05
"1113","X68",152,0.000418815116370283
"1114","X69",112,0.000331477201674205
"1115","X70",2971,6.53627234042871e-05
"1119","X74",483,0.000125846162089621
"1133","X91",682,0.000143731169344423
"1134","X92",63,0.0010936484717932
"1136","X94",97,0.000881267972727143
"1137","X95",7059,0.000200988973020448
"1140","X99",1530,0.000381205326550672
"1141","Y00",123,0.000700508166698024
"1145","Y04",116,0.000481686016507342
"1150","Y09",1107,9.34237656793993e-05
"1159","Y19",75,0.000479682632578696
"1160","Y20",335,9.8899589711343e-05
"1161","Y21",160,0.000846462493240382
"1163","Y24",393,0.000323562848646483
"1166","Y28",116,0.000489970684774674
"1168","Y30",87,0.000421988500379831
"1171","Y33",53,0.000742430041497604
"1172","Y34",657,7.35637891612433e-05
"1182","Y57",106,0.000317606142425852
"1188","Y83",171,0.000200104371625679
"1191","Y86",347,0.000103934941442091
